tweet_id,created_at,favorite_count,retweet_count,character_count
808733504066486276,2016-12-13 18:01:07+00:00,8784,2509,98
808501579447930884,2016-12-13 02:39:32+00:00,12595,3007,105
808344865868283904,2016-12-12 16:16:49+00:00,47281,24069,104
808106460588765185,2016-12-12 00:29:28+00:00,9701,2525,120
808001312164028416,2016-12-11 17:31:39+00:00,14015,4098,105
807621403335917568,2016-12-10 16:22:02+00:00,16236,4288,137
807106840509214720,2016-12-09 06:17:20+00:00,107015,56625,61
807010152071229440,2016-12-08 23:53:08+00:00,14514,4418,123
806629075125202948,2016-12-07 22:38:52+00:00,75639,37911,85
806576416489959424,2016-12-07 19:09:37+00:00,5370,2230,84
806542213899489280,2016-12-07 16:53:43+00:00,11363,2752,99
806219024703037440,2016-12-06 19:29:28+00:00,7145,1388,123
805932879469572096,2016-12-06 00:32:26+00:00,9178,2209,125
805826884734976000,2016-12-05 17:31:15+00:00,7335,2132,54
805520635690676224,2016-12-04 21:14:20+00:00,6368,1905,138
805487436403003392,2016-12-04 19:02:24+00:00,9773,2929,137
805207613751304193,2016-12-04 00:30:29+00:00,8680,1972,55
804738756058218496,2016-12-02 17:27:25+00:00,15326,4480,97
804475857670639616,2016-12-02 00:02:45+00:00,6886,2355,73
804026241225523202,2016-11-30 18:16:08+00:00,49774,18876,81
803773340896923648,2016-11-30 01:31:12+00:00,11203,3220,106
803638050916102144,2016-11-29 16:33:36+00:00,12270,4828,32
803380650405482500,2016-11-28 23:30:47+00:00,8601,2169,94
803276597545603072,2016-11-28 16:37:19+00:00,11207,2887,110
802952499103731712,2016-11-27 19:09:28+00:00,10085,2336,74
802600418706604034,2016-11-26 19:50:26+00:00,7938,1714,100
802572683846291456,2016-11-26 18:00:13+00:00,9959,2926,107
802323869084381190,2016-11-26 01:31:31+00:00,18124,6808,127
802265048156610565,2016-11-25 21:37:47+00:00,7039,1573,45
802239329049477120,2016-11-25 19:55:35+00:00,10132,3040,132
801958328846974976,2016-11-25 01:18:59+00:00,8608,1992,103
801854953262350336,2016-11-24 18:28:13+00:00,1958,275,63
801538201127157760,2016-11-23 21:29:33+00:00,9141,2391,84
801285448605831168,2016-11-23 04:45:12+00:00,6802,960,13
801167903437357056,2016-11-22 20:58:07+00:00,27386,6961,56
801115127852503040,2016-11-22 17:28:25+00:00,8992,2429,120
800859414831898624,2016-11-22 00:32:18+00:00,778,113,105
800751577355128832,2016-11-21 17:23:47+00:00,11701,3214,96
800513324630806528,2016-11-21 01:37:04+00:00,14685,3495,78
800459316964663297,2016-11-20 22:02:27+00:00,10538,2489,87
800388270626521089,2016-11-20 17:20:08+00:00,12456,3265,99
800141422401830912,2016-11-20 00:59:15+00:00,17092,2980,96
800018252395122689,2016-11-19 16:49:49+00:00,31768,15351,53
799757965289017345,2016-11-18 23:35:32+00:00,9390,2506,106
799422933579902976,2016-11-18 01:24:14+00:00,8965,2213,136
799297110730567681,2016-11-17 17:04:16+00:00,11065,3227,91
799063482566066176,2016-11-17 01:35:54+00:00,9058,2863,84
798933969379225600,2016-11-16 17:01:16+00:00,14712,5203,59
798925684722855936,2016-11-16 16:28:21+00:00,8246,1663,122
798209839306514432,2016-11-14 17:03:50+00:00,11548,2954,106
797971864723324932,2016-11-14 01:18:12+00:00,13018,3652,89
797545162159308800,2016-11-12 21:02:38+00:00,16198,5656,109
797236660651966464,2016-11-12 00:36:46+00:00,22328,7726,89
797165961484890113,2016-11-11 19:55:50+00:00,256,32,55
796865951799083009,2016-11-11 00:03:42+00:00,8564,2198,88
796759840936919040,2016-11-10 17:02:03+00:00,13256,3562,111
796484825502875648,2016-11-09 22:49:15+00:00,8472,2042,82
796387464403357696,2016-11-09 16:22:22+00:00,12334,4861,130
796149749086875649,2016-11-09 00:37:46+00:00,36177,16628,88
796116448414461957,2016-11-08 22:25:27+00:00,10139,2813,96
796080075804475393,2016-11-08 20:00:55+00:00,9469,2703,49
796031486298386433,2016-11-08 16:47:50+00:00,12071,4284,82
795464331001561088,2016-11-07 03:14:10+00:00,55683,27728,54
795400264262053889,2016-11-06 22:59:35+00:00,11270,3323,71
795076730285391872,2016-11-06 01:33:58+00:00,18139,6288,78
794926597468000259,2016-11-05 15:37:24+00:00,11492,2697,75
794332329137291264,2016-11-04 00:15:59+00:00,10686,3088,126
794205286408003585,2016-11-03 15:51:10+00:00,10314,3895,119
793962221541933056,2016-11-02 23:45:19+00:00,18910,5711,101
793845145112371200,2016-11-02 16:00:06+00:00,10295,2187,71
793601777308463104,2016-11-01 23:53:02+00:00,8926,1908,76
793500921481273345,2016-11-01 17:12:16+00:00,11953,2786,115
793286476301799424,2016-11-01 03:00:09+00:00,27597,10723,67
793271401113350145,2016-11-01 02:00:14+00:00,9677,2763,118
793256262322548741,2016-11-01 01:00:05+00:00,22350,9714,98
793241302385262592,2016-11-01 00:00:38+00:00,11780,3812,70
793226087023144960,2016-10-31 23:00:11+00:00,11001,3338,123
793210959003287553,2016-10-31 22:00:04+00:00,9997,3301,92
793195938047070209,2016-10-31 21:00:23+00:00,17063,6547,99
793180763617361921,2016-10-31 20:00:05+00:00,7740,2310,38
793165685325201412,2016-10-31 19:00:10+00:00,10478,3238,128
793150605191548928,2016-10-31 18:00:14+00:00,6909,1984,66
793135492858580992,2016-10-31 17:00:11+00:00,7214,2893,71
793120401413079041,2016-10-31 16:00:13+00:00,14202,4551,139
792913359805018113,2016-10-31 02:17:31+00:00,16063,4715,104
792883833364439040,2016-10-31 00:20:11+00:00,12666,4964,100
792773781206999040,2016-10-30 17:02:53+00:00,8209,1963,114
792394556390137856,2016-10-29 15:55:58+00:00,15128,4998,98
792050063153438720,2016-10-28 17:07:05+00:00,8029,2088,124
791774931465953280,2016-10-27 22:53:48+00:00,37818,21156,90
791672322847637504,2016-10-27 16:06:04+00:00,13129,3661,95
791406955684368384,2016-10-26 22:31:36+00:00,14670,4797,122
791312159183634433,2016-10-26 16:14:55+00:00,9841,2963,106
790987426131050500,2016-10-25 18:44:32+00:00,11089,2483,54
790946055508652032,2016-10-25 16:00:09+00:00,18601,5496,90
790698755171364864,2016-10-24 23:37:28+00:00,9158,2203,82
790581949425475584,2016-10-24 15:53:19+00:00,22473,8183,115
790337589677002753,2016-10-23 23:42:19+00:00,8740,2167,72
790277117346975746,2016-10-23 19:42:02+00:00,14081,3732,77
789986466051088384,2016-10-23 00:27:05+00:00,10369,2704,80
789903600034189313,2016-10-22 18:57:48+00:00,11673,4858,109
789628658055020548,2016-10-22 00:45:17+00:00,8448,2080,41
789599242079838210,2016-10-21 22:48:24+00:00,7620,2279,74
789530877013393408,2016-10-21 18:16:44+00:00,13188,3942,52
789314372632018944,2016-10-21 03:56:25+00:00,9615,2666,112
789268448748703744,2016-10-21 00:53:56+00:00,10196,3014,79
789137962068021249,2016-10-20 16:15:26+00:00,10875,3244,114
788908386943430656,2016-10-20 01:03:11+00:00,30653,14409,102
788765914992902144,2016-10-19 15:37:03+00:00,30658,12014,79
788412144018661376,2016-10-18 16:11:17+00:00,16060,5990,71
788178268662984705,2016-10-18 00:41:57+00:00,8100,2488,78
788150585577050112,2016-10-17 22:51:57+00:00,6865,1510,80
788039637453406209,2016-10-17 15:31:05+00:00,6867,1535,59
787810552592695296,2016-10-17 00:20:47+00:00,9717,3540,98
787717603741622272,2016-10-16 18:11:26+00:00,11416,3240,115
787397959788929025,2016-10-15 21:01:17+00:00,12120,3300,107
787322443945877504,2016-10-15 16:01:13+00:00,8726,2032,105
786963064373534720,2016-10-14 16:13:10+00:00,29725,9327,110
786709082849828864,2016-10-13 23:23:56+00:00,20296,7069,104
786664955043049472,2016-10-13 20:28:35+00:00,11957,2996,51
786595970293370880,2016-10-13 15:54:28+00:00,10497,3601,95
786363235746385920,2016-10-13 00:29:39+00:00,12189,4072,83
786286427768250368,2016-10-12 19:24:27+00:00,8930,3352,87
786233965241827333,2016-10-12 15:55:59+00:00,17178,5571,117
786051337297522688,2016-10-12 03:50:17+00:00,1614,179,39
785927819176054784,2016-10-11 19:39:28+00:00,12696,3652,78
785872687017132033,2016-10-11 16:00:24+00:00,7489,2130,114
785639753186217984,2016-10-11 00:34:48+00:00,8735,2561,140
785533386513321988,2016-10-10 17:32:08+00:00,10183,2334,63
785515384317313025,2016-10-10 16:20:36+00:00,6800,1477,46
785264754247995392,2016-10-09 23:44:41+00:00,8128,1911,80
785170936622350336,2016-10-09 17:31:53+00:00,13491,5639,118
784826020293709826,2016-10-08 18:41:19+00:00,11310,3712,73
784517518371221505,2016-10-07 22:15:26+00:00,10039,2970,83
784431430411685888,2016-10-07 16:33:21+00:00,6329,1491,77
784183165795655680,2016-10-07 00:06:50+00:00,22513,9374,99
784057939640352768,2016-10-06 15:49:14+00:00,33505,12953,108
783839966405230592,2016-10-06 01:23:05+00:00,33689,12643,117
783821107061198850,2016-10-06 00:08:09+00:00,8209,2269,77
783695101801398276,2016-10-05 15:47:27+00:00,11650,3737,126
783466772167098368,2016-10-05 00:40:09+00:00,9468,2608,138
783391753726550016,2016-10-04 19:42:03+00:00,18908,6441,109
783334639985389568,2016-10-04 15:55:06+00:00,32651,13616,98
783085703974514689,2016-10-03 23:25:55+00:00,9112,2565,93
782969140009107456,2016-10-03 15:42:44+00:00,26949,8521,97
782747134529531904,2016-10-03 01:00:34+00:00,8310,1604,89
782722598790725632,2016-10-02 23:23:04+00:00,19250,6238,91
782598640137187329,2016-10-02 15:10:30+00:00,8694,2184,108
782305867769217024,2016-10-01 19:47:08+00:00,18630,6470,111
781955203444699136,2016-09-30 20:33:43+00:00,12357,3920,125
781661882474196992,2016-09-30 01:08:10+00:00,11634,3129,98
781655249211752448,2016-09-30 00:41:48+00:00,4466,1314,114
781524693396357120,2016-09-29 16:03:01+00:00,23163,6426,112
781308096455073793,2016-09-29 01:42:20+00:00,7973,2961,58
781251288990355457,2016-09-28 21:56:36+00:00,9428,2458,102
781163403222056960,2016-09-28 16:07:23+00:00,10895,3168,111
780931614150983680,2016-09-28 00:46:20+00:00,24192,8536,108
780858289093574656,2016-09-27 19:54:58+00:00,8033,2328,129
780800785462489090,2016-09-27 16:06:28+00:00,6141,1505,105
780601303617732608,2016-09-27 02:53:48+00:00,13525,3839,100
780543529827336192,2016-09-26 23:04:13+00:00,7040,2032,61
780459368902959104,2016-09-26 17:29:48+00:00,5892,1224,112
780192070812196864,2016-09-25 23:47:39+00:00,9712,2589,108
780074436359819264,2016-09-25 16:00:13+00:00,13723,5815,112
779834332596887552,2016-09-25 00:06:08+00:00,21252,8237,91
779377524342161408,2016-09-23 17:50:56+00:00,9831,3613,84
779123168116150273,2016-09-23 01:00:13+00:00,13206,4207,79
779056095788752897,2016-09-22 20:33:42+00:00,16500,5247,86
778990705243029504,2016-09-22 16:13:51+00:00,22342,8437,110
778764940568104960,2016-09-22 01:16:45+00:00,955,426,95
778748913645780993,2016-09-22 00:13:04+00:00,7717,1562,85
778650543019483137,2016-09-21 17:42:10+00:00,6430,1729,121
778624900596654080,2016-09-21 16:00:17+00:00,5177,1176,73
778408200802557953,2016-09-21 01:39:11+00:00,15135,5023,73
778383385161035776,2016-09-21 00:00:35+00:00,6515,1271,99
778286810187399168,2016-09-20 17:36:50+00:00,11576,3836,109
778039087836069888,2016-09-20 01:12:28+00:00,9417,3065,68
778027034220126208,2016-09-20 00:24:34+00:00,7320,1885,137
777885040357281792,2016-09-19 15:00:20+00:00,7078,1893,116
777684233540206592,2016-09-19 01:42:24+00:00,12518,3403,91
777621514455814149,2016-09-18 21:33:11+00:00,9742,2910,112
777189768882946048,2016-09-17 16:57:35+00:00,15921,4999,77
776813020089548800,2016-09-16 16:00:31+00:00,5444,1405,116
776477788987613185,2016-09-15 17:48:25+00:00,9858,3249,103
776218204058357768,2016-09-15 00:36:55+00:00,33345,18497,104
776201521193218049,2016-09-14 23:30:38+00:00,10681,2919,93
776113305656188928,2016-09-14 17:40:06+00:00,13102,5068,92
776088319444877312,2016-09-14 16:00:49+00:00,2045,179,113
775842724423557120,2016-09-13 23:44:54+00:00,13022,3116,107
775733305207554048,2016-09-13 16:30:07+00:00,15413,4627,115
775729183532220416,2016-09-13 16:13:44+00:00,14361,5302,102
775364825476165632,2016-09-12 16:05:54+00:00,8295,3472,83
775350846108426240,2016-09-12 15:10:21+00:00,11309,4532,110
775085132600442880,2016-09-11 21:34:30+00:00,17281,5488,58
774757898236878852,2016-09-10 23:54:11+00:00,9462,2035,89
774639387460112384,2016-09-10 16:03:16+00:00,7508,2013,76
774314403806253056,2016-09-09 18:31:54+00:00,24167,6478,103
773985732834758656,2016-09-08 20:45:53+00:00,11925,4492,116
773922284943896577,2016-09-08 16:33:46+00:00,7110,1999,113
773704687002451968,2016-09-08 02:09:06+00:00,7317,1891,106
773670353721753600,2016-09-07 23:52:41+00:00,5935,1501,113
773547596996571136,2016-09-07 15:44:53+00:00,24553,7126,68
773308824254029826,2016-09-06 23:56:05+00:00,25846,8640,114
773247561583001600,2016-09-06 19:52:39+00:00,10414,3699,115
773191612633579521,2016-09-06 16:10:20+00:00,11117,4736,99
772877495989305348,2016-09-05 19:22:09+00:00,9555,4501,71
772826264096874500,2016-09-05 15:58:34+00:00,8842,2669,120
772581559778025472,2016-09-04 23:46:12+00:00,7192,1968,116
772193107915964416,2016-09-03 22:02:38+00:00,6665,1612,104
772152991789019136,2016-09-03 19:23:13+00:00,4181,1300,116
772117678702071809,2016-09-03 17:02:54+00:00,4165,848,116
772114945936949249,2016-09-03 16:52:02+00:00,3005,546,108
772102971039580160,2016-09-03 16:04:27+00:00,4448,1065,107
771908950375665664,2016-09-03 03:13:29+00:00,7298,2181,51
771770456517009408,2016-09-02 18:03:10+00:00,13356,3924,100
771500966810099713,2016-09-02 00:12:18+00:00,9167,3018,72
771380798096281600,2016-09-01 16:14:48+00:00,11746,5912,116
771136648247640064,2016-09-01 00:04:38+00:00,10223,3357,106
771102124360998913,2016-08-31 21:47:27+00:00,6898,1663,115
771014301343748096,2016-08-31 15:58:28+00:00,7032,1782,116
770787852854652928,2016-08-31 00:58:39+00:00,5498,1415,99
770772759874076672,2016-08-30 23:58:40+00:00,5749,1626,107
770655142660169732,2016-08-30 16:11:18+00:00,8130,2013,115
770414278348247044,2016-08-30 00:14:12+00:00,6987,2390,115
770293558247038976,2016-08-29 16:14:30+00:00,6923,1718,93
770069151037685760,2016-08-29 01:22:47+00:00,8385,2651,115
769940425801170949,2016-08-28 16:51:16+00:00,34948,11131,100
769695466921623552,2016-08-28 00:37:54+00:00,7101,1926,98
769212283578875904,2016-08-26 16:37:54+00:00,5980,1969,111
768970937022709760,2016-08-26 00:38:52+00:00,16017,7574,64
768855141948723200,2016-08-25 16:58:45+00:00,4660,1034,99
768609597686943744,2016-08-25 00:43:02+00:00,4580,1382,112
768596291618299904,2016-08-24 23:50:10+00:00,5592,1473,116
768473857036525572,2016-08-24 15:43:39+00:00,15110,3958,116
768193404517830656,2016-08-23 21:09:14+00:00,12157,4080,115
767884188863397888,2016-08-23 00:40:31+00:00,5309,1634,63
767754930266464257,2016-08-22 16:06:54+00:00,17814,6221,108
767500508068192258,2016-08-21 23:15:55+00:00,8295,2688,87
767191397493538821,2016-08-21 02:47:37+00:00,13643,4406,111
767122157629476866,2016-08-20 22:12:29+00:00,11227,3261,84
766793450729734144,2016-08-20 00:26:19+00:00,5650,1565,113
766714921925144576,2016-08-19 19:14:16+00:00,2872,438,139
766693177336135680,2016-08-19 17:47:52+00:00,4484,918,104
766423258543644672,2016-08-18 23:55:18+00:00,6671,1825,109
766313316352462849,2016-08-18 16:38:26+00:00,7493,2166,107
766069199026450432,2016-08-18 00:28:24+00:00,4765,1003,66
766008592277377025,2016-08-17 20:27:34+00:00,4149,571,113
765719909049503744,2016-08-17 01:20:27+00:00,8021,2475,115
765669560888528897,2016-08-16 22:00:23+00:00,5760,1407,87
765395769549590528,2016-08-16 03:52:26+00:00,20539,3127,110
765371061932261376,2016-08-16 02:14:15+00:00,7842,2475,112
765222098633691136,2016-08-15 16:22:20+00:00,12902,3914,96
764857477905154048,2016-08-14 16:13:27+00:00,7099,2029,116
764259802650378240,2016-08-13 00:38:30+00:00,6718,1745,108
763956972077010945,2016-08-12 04:35:10+00:00,812,61,81
763837565564780549,2016-08-11 20:40:41+00:00,14041,4858,63
763183847194451968,2016-08-10 01:23:03+00:00,6004,1702,102
763103485927849985,2016-08-09 20:03:43+00:00,8163,2602,111
762699858130116608,2016-08-08 17:19:51+00:00,13518,4190,105
762471784394268675,2016-08-08 02:13:34+00:00,12571,7612,115
762464539388485633,2016-08-08 01:44:46+00:00,11503,4839,113
762316489655476224,2016-08-07 15:56:28+00:00,5350,1298,61
762035686371364864,2016-08-06 21:20:40+00:00,35400,17919,47
761976711479193600,2016-08-06 17:26:19+00:00,5992,2310,105
761745352076779520,2016-08-06 02:06:59+00:00,4707,979,116
761599872357261312,2016-08-05 16:28:54+00:00,4578,1336,114
761334018830917632,2016-08-04 22:52:29+00:00,5792,1669,80
761292947749015552,2016-08-04 20:09:17+00:00,4957,1265,106
761227390836215808,2016-08-04 15:48:47+00:00,5908,1775,111
761004547850530816,2016-08-04 01:03:17+00:00,12482,3952,69
760893934457552897,2016-08-03 17:43:45+00:00,4228,1104,107
760656994973933572,2016-08-03 02:02:14+00:00,7343,2210,73
760641137271070720,2016-08-03 00:59:13+00:00,5485,1481,83
760539183865880579,2016-08-02 18:14:06+00:00,8399,4168,64
760521673607086080,2016-08-02 17:04:31+00:00,4681,1608,98
760290219849637889,2016-08-02 01:44:48+00:00,29618,13140,75
760252756032651264,2016-08-01 23:15:56+00:00,4338,995,116
760190180481531904,2016-08-01 19:07:17+00:00,6334,2079,113
759943073749200896,2016-08-01 02:45:22+00:00,6581,2382,87
759923798737051648,2016-08-01 01:28:46+00:00,16284,6521,116
759846353224826880,2016-07-31 20:21:02+00:00,7433,2265,102
759793422261743616,2016-07-31 16:50:42+00:00,6620,2173,120
759557299618865152,2016-07-31 01:12:26+00:00,5202,1341,113
759447681597108224,2016-07-30 17:56:51+00:00,9418,2827,113
759446261539934208,2016-07-30 17:51:13+00:00,1846,561,140
759197388317847553,2016-07-30 01:22:17+00:00,6725,2221,77
759099523532779520,2016-07-29 18:53:24+00:00,16101,4813,116
759047813560868866,2016-07-29 15:27:55+00:00,7227,2302,84
758854675097526272,2016-07-29 02:40:28+00:00,3904,1027,110
758828659922702336,2016-07-29 00:57:05+00:00,12376,4376,100
758740312047005698,2016-07-28 19:06:01+00:00,6339,1824,115
758474966123810816,2016-07-28 01:31:38+00:00,4227,1132,108
758467244762497024,2016-07-28 01:00:57+00:00,5316,2539,54
758405701903519748,2016-07-27 20:56:24+00:00,5756,2204,68
758355060040593408,2016-07-27 17:35:10+00:00,3797,1245,113
758099635764359168,2016-07-27 00:40:12+00:00,21302,11550,87
758041019896193024,2016-07-26 20:47:17+00:00,3001,433,116
757741869644341248,2016-07-26 00:58:34+00:00,7613,3710,78
757725642876129280,2016-07-25 23:54:05+00:00,5022,1391,115
757611664640446465,2016-07-25 16:21:11+00:00,5026,1272,89
757596066325864448,2016-07-25 15:19:12+00:00,4808,1219,116
757400162377592832,2016-07-25 02:20:45+00:00,16743,7759,101
757393109802180609,2016-07-25 01:52:43+00:00,6462,2009,92
757354760399941633,2016-07-24 23:20:20+00:00,4995,1637,114
756998049151549440,2016-07-23 23:42:53+00:00,6923,2271,102
756939218950160384,2016-07-23 19:49:07+00:00,7342,2295,112
756651752796094464,2016-07-23 00:46:50+00:00,5612,1511,85
756526248105566208,2016-07-22 16:28:07+00:00,11506,4169,54
756303284449767430,2016-07-22 01:42:09+00:00,4359,1231,46
756288534030475264,2016-07-22 00:43:32+00:00,28519,15071,115
756275833623502848,2016-07-21 23:53:04+00:00,7114,1738,113
755955933503782912,2016-07-21 02:41:54+00:00,8092,3285,79
755206590534418437,2016-07-19 01:04:16+00:00,18212,6148,116
755110668769038337,2016-07-18 18:43:07+00:00,23446,12621,80
754856583969079297,2016-07-18 01:53:28+00:00,7616,2870,115
754747087846248448,2016-07-17 18:38:22+00:00,2854,591,98
754482103782404096,2016-07-17 01:05:25+00:00,5852,2220,56
754449512966619136,2016-07-16 22:55:55+00:00,4147,846,71
754120377874386944,2016-07-16 01:08:03+00:00,8655,2670,109
754011816964026368,2016-07-15 17:56:40+00:00,9726,4079,81
753655901052166144,2016-07-14 18:22:23+00:00,6458,2492,108
753420520834629632,2016-07-14 02:47:04+00:00,8731,4071,115
753398408988139520,2016-07-14 01:19:12+00:00,6384,2186,55
753375668877008896,2016-07-13 23:48:51+00:00,8411,2655,112
753294487569522689,2016-07-13 18:26:16+00:00,3758,1191,75
753039830821511168,2016-07-13 01:34:21+00:00,41080,24013,73
753026973505581056,2016-07-13 00:43:15+00:00,4283,1109,116
752932432744185856,2016-07-12 18:27:35+00:00,13970,7798,84
752917284578922496,2016-07-12 17:27:23+00:00,7592,1790,116
752682090207055872,2016-07-12 01:52:49+00:00,6642,1846,59
752660715232722944,2016-07-12 00:27:52+00:00,4878,1794,62
752568224206688256,2016-07-11 18:20:21+00:00,6140,2605,115
752519690950500352,2016-07-11 15:07:30+00:00,8157,3917,87
752334515931054080,2016-07-11 02:51:40+00:00,4238,1263,78
752173152931807232,2016-07-10 16:10:29+00:00,6569,2106,108
751950017322246144,2016-07-10 01:23:49+00:00,3415,1060,78
751937170840121344,2016-07-10 00:32:46+00:00,5770,1530,82
751830394383790080,2016-07-09 17:28:29+00:00,6428,2227,76
751793661361422336,2016-07-09 15:02:31+00:00,6479,3320,77
751598357617971201,2016-07-09 02:06:27+00:00,8699,3440,53
751583847268179968,2016-07-09 01:08:47+00:00,4849,1265,112
751538714308972544,2016-07-08 22:09:27+00:00,5547,1445,93
751456908746354688,2016-07-08 16:44:23+00:00,3516,1127,98
751251247299190784,2016-07-08 03:07:09+00:00,13791,6695,110
751205363882532864,2016-07-08 00:04:50+00:00,6948,2086,105
751132876104687617,2016-07-07 19:16:47+00:00,5610,1480,72
750868782890057730,2016-07-07 01:47:22+00:00,5306,1595,116
750719632563142656,2016-07-06 15:54:42+00:00,14621,5747,114
750506206503038976,2016-07-06 01:46:38+00:00,4934,1316,80
750429297815552001,2016-07-05 20:41:01+00:00,14569,4947,63
750383411068534784,2016-07-05 17:38:41+00:00,5005,1309,111
750381685133418496,2016-07-05 17:31:49+00:00,758,39,35
750147208377409536,2016-07-05 02:00:06+00:00,3409,1095,62
750132105863102464,2016-07-05 01:00:05+00:00,3990,1440,92
750117059602808832,2016-07-05 00:00:18+00:00,4740,1466,83
750101899009982464,2016-07-04 23:00:03+00:00,3344,959,116
750086836815486976,2016-07-04 22:00:12+00:00,2383,613,105
750071704093859840,2016-07-04 21:00:04+00:00,8653,3802,60
750056684286914561,2016-07-04 20:00:23+00:00,3444,1011,102
750041628174217216,2016-07-04 19:00:33+00:00,3502,703,111
750026558547456000,2016-07-04 18:00:41+00:00,2986,888,119
750011400160841729,2016-07-04 17:00:26+00:00,3568,1035,113
749996283729883136,2016-07-04 16:00:22+00:00,3331,919,77
749981277374128128,2016-07-04 15:00:45+00:00,5569,2772,54
749774190421639168,2016-07-04 01:17:51+00:00,5114,1493,74
749417653287129088,2016-07-03 01:41:06+00:00,6721,1904,66
749395845976588288,2016-07-03 00:14:27+00:00,9488,3951,110
749317047558017024,2016-07-02 19:01:20+00:00,6076,2509,115
749075273010798592,2016-07-02 03:00:36+00:00,6353,2360,130
749064354620928000,2016-07-02 02:17:13+00:00,5277,1714,113
749036806121881602,2016-07-02 00:27:45+00:00,3425,896,113
748977405889503236,2016-07-01 20:31:43+00:00,11235,3759,112
748932637671223296,2016-07-01 17:33:49+00:00,6461,2564,77
748705597323898880,2016-07-01 02:31:39+00:00,3047,1067,110
748699167502000129,2016-07-01 02:06:06+00:00,5213,1814,100
748692773788876800,2016-07-01 01:40:41+00:00,4659,1504,115
748575535303884801,2016-06-30 17:54:50+00:00,6696,2272,116
748568946752774144,2016-06-30 17:28:39+00:00,2411,776,85
748346686624440324,2016-06-30 02:45:28+00:00,5735,1413,92
748337862848962560,2016-06-30 02:10:24+00:00,8462,4701,67
748324050481647620,2016-06-30 01:15:31+00:00,4078,867,77
748307329658011649,2016-06-30 00:09:04+00:00,4027,810,114
748220828303695873,2016-06-29 18:25:21+00:00,15549,8825,103
747963614829678593,2016-06-29 01:23:16+00:00,6397,2444,70
747933425676525569,2016-06-28 23:23:19+00:00,7310,2894,115
747885874273214464,2016-06-28 20:14:22+00:00,3243,1116,116
747844099428986880,2016-06-28 17:28:22+00:00,3084,851,112
747816857231626240,2016-06-28 15:40:07+00:00,5346,1316,114
747651430853525504,2016-06-28 04:42:46+00:00,1520,179,132
747648653817413632,2016-06-28 04:31:44+00:00,14182,6614,127
747600769478692864,2016-06-28 01:21:27+00:00,2545,619,104
747594051852075008,2016-06-28 00:54:46+00:00,4065,1205,116
747512671126323200,2016-06-27 19:31:23+00:00,6110,1803,115
747461612269887489,2016-06-27 16:08:30+00:00,4249,1169,113
747439450712596480,2016-06-27 14:40:26+00:00,5965,2184,129
747219827526344708,2016-06-27 00:07:44+00:00,5792,1791,75
747204161125646336,2016-06-26 23:05:29+00:00,3722,1038,99
747103485104099331,2016-06-26 16:25:26+00:00,10534,4548,113
746906459439529985,2016-06-26 03:22:31+00:00,3168,336,95
746872823977771008,2016-06-26 01:08:52+00:00,6593,2429,110
746818907684614144,2016-06-25 21:34:37+00:00,5807,1944,38
746790600704425984,2016-06-25 19:42:08+00:00,5345,1806,51
746757706116112384,2016-06-25 17:31:25+00:00,10520,4432,104
746726898085036033,2016-06-25 15:29:00+00:00,6648,2037,116
746542875601690625,2016-06-25 03:17:46+00:00,5520,2104,133
746507379341139972,2016-06-25 00:56:43+00:00,5094,1226,90
746369468511756288,2016-06-24 15:48:42+00:00,6637,1854,114
746131877086527488,2016-06-24 00:04:36+00:00,7565,2511,100
746056683365994496,2016-06-23 19:05:49+00:00,3904,931,83
745789745784041472,2016-06-23 01:25:06+00:00,4437,1207,109
745712589599014916,2016-06-22 20:18:30+00:00,7652,2636,97
745433870967832576,2016-06-22 01:50:58+00:00,7824,2894,99
745422732645535745,2016-06-22 01:06:43+00:00,9412,2768,116
745314880350101504,2016-06-21 17:58:09+00:00,7863,3131,57
745074613265149952,2016-06-21 02:03:25+00:00,8605,3976,123
745057283344719872,2016-06-21 00:54:33+00:00,7945,2585,110
744995568523612160,2016-06-20 20:49:19+00:00,3277,716,84
744971049620602880,2016-06-20 19:11:53+00:00,8652,3042,98
744709971296780288,2016-06-20 01:54:27+00:00,6150,1771,63
744334592493166593,2016-06-19 01:02:50+00:00,7443,2412,115
744234799360020481,2016-06-18 18:26:18+00:00,131075,79515,91
744223424764059648,2016-06-18 17:41:06+00:00,1868,424,79
743980027717509120,2016-06-18 01:33:55+00:00,4551,1231,115
743895849529389061,2016-06-17 19:59:26+00:00,3999,1087,115
743609206067040256,2016-06-17 01:00:24+00:00,4917,1560,116
743595368194129920,2016-06-17 00:05:25+00:00,20275,7445,112
743545585370791937,2016-06-16 20:47:36+00:00,3863,1066,89
743510151680958465,2016-06-16 18:26:48+00:00,8671,4185,111
743253157753532416,2016-06-16 01:25:36+00:00,4624,1366,104
743222593470234624,2016-06-15 23:24:09+00:00,6792,2164,114
743210557239623680,2016-06-15 22:36:19+00:00,4215,1560,115
742534281772302336,2016-06-14 01:49:03+00:00,7744,4011,113
742528092657332225,2016-06-14 01:24:27+00:00,4878,2245,102
742465774154047488,2016-06-13 21:16:49+00:00,7916,4382,110
742423170473463808,2016-06-13 18:27:32+00:00,10812,4319,81
742385895052087300,2016-06-13 15:59:24+00:00,7457,2266,99
742161199639494656,2016-06-13 01:06:33+00:00,4743,1547,64
